Customer ID,InvoiceDate,Recency,Lifespan,Frequency,Monetary,TotalItems,AvgBasketSize,AvgSpendPerInvoice,R_Score,F_Score,M_Score,RFM_Score,Segment
13900.0,2011-06-09 19:26:00,183,79,3,740.95,430,143.33333333333334,246.98333333333335,1,3,3,133,Others
13901.0,2011-09-28 14:48:00,72,246,5,2867.2,1739,347.8,573.4399999999999,3,4,5,345,Others
13904.0,2011-11-02 13:41:00,37,257,2,332.64,332,166.0,166.32,3,2,2,322,Others
13908.0,2011-09-21 11:49:00,80,196,4,2369.55,1478,369.5,592.3875,2,4,5,245,Others
13911.0,2011-10-13 15:43:00,57,251,9,2580.91,2731,303.44444444444446,286.7677777777778,3,5,5,355,Others
13914.0,2011-11-28 10:35:00,12,24,2,626.45,380,190.0,313.225,5,2,3,523,New Customer
13917.0,2011-10-21 09:56:00,50,141,2,272.04,228,114.0,136.02,3,2,2,322,Others
13918.0,2011-10-21 12:25:00,50,203,2,1212.8400000000001,1140,570.0,606.4200000000001,3,2,4,324,Others
13919.0,2011-10-11 14:24:00,59,62,2,384.81,474,237.0,192.405,3,2,2,322,Others
13922.0,2010-12-23 10:38:00,352,0,1,172.25,93,93.0,172.25,1,1,1,111,At Risk
13923.0,2011-10-17 12:33:00,54,0,1,351.13,185,185.0,351.13,3,1,2,312,Others
13924.0,2011-12-08 09:39:00,2,70,6,1838.8500000000001,1575,262.5,306.475,5,5,4,554,Loyal
13925.0,2011-09-08 12:47:00,93,42,4,678.25,331,82.75,169.5625,2,4,3,243,Others
13926.0,2011-11-16 13:16:00,23,0,1,223.85000000000002,104,104.0,223.85000000000002,4,1,1,411,Others
13927.0,2011-09-26 12:00:00,75,0,1,348.99,214,214.0,348.99,2,1,2,212,At Risk
13928.0,2011-11-29 10:33:00,11,122,4,464.57,129,32.25,116.1425,5,4,2,542,Loyal
13929.0,2011-06-23 15:26:00,169,157,2,842.65,143,71.5,421.325,2,2,3,223,At Risk
13930.0,2011-10-13 09:45:00,58,78,2,337.34,274,137.0,168.67,3,2,2,322,Others
13931.0,2011-09-05 10:12:00,96,185,2,1237.53,725,362.5,618.765,2,2,4,224,At Risk
13932.0,2011-02-18 12:02:00,295,0,1,307.4,72,72.0,307.4,1,1,2,112,At Risk
13933.0,2011-08-22 14:03:00,109,39,2,608.7900000000001,205,102.5,304.39500000000004,2,2,3,223,At Risk
13934.0,2011-03-21 08:39:00,264,0,1,922.1,390,390.0,922.1,1,1,3,113,At Risk
13936.0,2011-06-13 08:47:00,180,0,1,376.58,330,330.0,376.58,1,1,2,112,At Risk
13937.0,2011-06-23 16:35:00,169,0,1,158.85,123,123.0,158.85,2,1,1,211,At Risk
13938.0,2011-11-04 14:37:00,35,0,1,71.66,70,70.0,71.66,3,1,1,311,Others
13939.0,2011-11-16 13:33:00,23,288,3,568.55,847,282.3333333333333,189.51666666666665,4,3,3,433,Others
13940.0,2011-11-22 15:15:00,17,126,4,839.14,516,129.0,209.785,4,4,3,443,Loyal
13941.0,2011-11-18 09:43:00,22,350,5,5112.96,2364,472.8,1022.592,4,4,5,445,Loyal
13946.0,2011-09-21 13:33:00,79,188,3,561.5699999999999,443,147.66666666666666,187.18999999999997,2,3,3,233,Others
13947.0,2011-10-05 14:42:00,65,0,1,90.6,44,44.0,90.6,3,1,1,311,Others
13948.0,2010-12-14 10:18:00,361,0,1,102.0,40,40.0,102.0,1,1,1,111,At Risk
13949.0,2011-12-07 09:35:00,3,91,6,2427.32,2474,412.3333333333333,404.55333333333334,5,5,5,555,Champion
13950.0,2011-11-28 14:44:00,11,235,4,745.06,323,80.75,186.265,5,4,3,543,Loyal
13951.0,2011-06-16 16:43:00,176,118,3,674.45,459,153.0,224.8166666666667,2,3,3,233,Others
13952.0,2011-05-06 09:00:00,218,20,2,3251.071,1431,715.5,1625.5355,1,2,5,125,At Risk
13953.0,2011-12-02 16:04:00,7,345,7,3515.68,2724,389.14285714285717,502.23999999999995,5,5,5,555,Champion
13954.0,2011-12-08 12:50:00,2,69,2,439.92,150,75.0,219.96,5,3,2,532,New Customer
13955.0,2011-07-08 17:19:00,154,151,2,322.96,154,77.0,161.48,2,3,2,232,Others
13956.0,2011-12-04 13:20:00,5,266,5,1026.42,491,98.2,205.28400000000002,5,4,4,544,Loyal
13959.0,2011-09-21 15:06:00,79,283,3,598.2,357,119.0,199.4,2,3,3,233,Others
13960.0,2011-11-18 15:27:00,21,50,2,230.22,142,71.0,115.11,4,3,1,431,Others
13962.0,2011-11-18 08:47:00,22,223,2,169.55,87,43.5,84.775,4,3,1,431,Others
13963.0,2011-02-04 14:43:00,308,59,4,664.54,460,115.0,166.135,1,4,3,143,Others
13967.0,2011-07-17 12:02:00,146,0,1,80.7,42,42.0,80.7,2,1,1,211,At Risk
13969.0,2011-12-02 15:11:00,7,357,18,9053.94,4542,252.33333333333334,502.99666666666667,5,5,5,555,Champion
13971.0,2011-11-21 12:06:00,19,266,8,2758.26,1844,230.5,344.7825,4,5,5,455,Loyal
13972.0,2011-09-30 11:54:00,71,131,2,190.25,187,93.5,95.125,3,3,1,331,Others
13973.0,2011-02-25 15:21:00,287,0,1,264.7,109,109.0,264.7,1,1,2,112,At Risk
13974.0,2011-10-21 14:41:00,49,0,1,413.59000000000003,249,249.0,413.59000000000003,3,1,2,312,Others
13975.0,2011-11-08 13:19:00,31,245,6,2526.28,1732,288.6666666666667,421.0466666666667,4,5,5,455,Loyal
13976.0,2011-05-17 09:13:00,207,0,1,357.98,154,154.0,357.98,1,1,2,112,At Risk
13978.0,2011-11-25 11:36:00,15,30,2,196.79000000000002,315,157.5,98.39500000000001,4,3,1,431,Others
13979.0,2011-09-27 13:32:00,73,0,1,869.87,639,639.0,869.87,2,1,3,213,At Risk
13980.0,2011-10-10 13:34:00,60,0,1,200.14,172,172.0,200.14,3,1,1,311,Others
13982.0,2011-10-31 16:24:00,39,326,4,1871.81,1136,284.0,467.9525,3,4,4,344,Others
13983.0,2011-11-10 11:06:00,30,337,12,2603.43,1183,98.58333333333333,216.9525,4,5,5,455,Loyal
13984.0,2011-11-13 12:38:00,27,339,5,920.51,679,135.8,184.102,4,4,3,443,Loyal
13985.0,2011-12-05 17:06:00,4,260,15,7060.13,3445,229.66666666666666,470.67533333333336,5,5,5,555,Champion
13986.0,2011-11-22 15:00:00,17,0,1,320.46,430,430.0,320.46,4,1,2,412,Others
13988.0,2011-11-20 10:15:00,20,234,6,4147.96,3044,507.3333333333333,691.3266666666667,4,5,5,455,Loyal
13989.0,2011-10-05 09:47:00,66,173,2,1266.08,1313,656.5,633.04,3,3,4,334,Others
13990.0,2011-05-10 15:19:00,213,0,1,311.3,190,190.0,311.3,1,1,2,112,At Risk
13991.0,2011-11-27 16:18:00,12,131,6,855.97,998,166.33333333333334,142.66166666666666,5,5,3,553,Loyal
13992.0,2011-11-09 15:23:00,30,0,1,76.8,64,64.0,76.8,4,1,1,411,Others
13993.0,2011-10-28 09:06:00,43,287,9,3466.36,900,100.0,385.1511111111111,3,5,5,355,Others
13994.0,2011-12-06 11:05:00,4,144,6,2313.14,940,156.66666666666666,385.5233333333333,5,5,5,555,Champion
13995.0,2011-11-24 14:22:00,15,230,5,1393.69,879,175.8,278.738,4,4,4,444,Loyal
13999.0,2011-11-29 13:40:00,10,351,12,3901.81,2243,186.91666666666666,325.1508333333333,5,5,5,555,Champion
14000.0,2011-05-12 16:50:00,211,0,1,635.66,710,710.0,635.66,1,1,3,113,At Risk
14001.0,2011-10-25 10:31:00,46,327,3,2043.0800000000002,962,320.6666666666667,681.0266666666668,3,3,4,334,Others
14002.0,2011-07-28 15:55:00,134,22,2,529.73,877,438.5,264.865,2,3,3,233,Others
14004.0,2011-10-27 14:40:00,43,245,7,4582.64,2668,381.14285714285717,654.6628571428572,3,5,5,355,Others
14005.0,2011-11-30 12:41:00,10,206,5,2874.72,2478,495.6,574.944,5,4,5,545,Loyal
14006.0,2011-08-16 09:39:00,116,196,3,962.19,641,213.66666666666666,320.73,2,3,4,234,Others
14009.0,2011-05-25 15:47:00,198,7,2,695.61,365,182.5,347.805,1,3,3,133,Others
14012.0,2011-03-07 12:26:00,278,0,1,328.8,160,160.0,328.8,1,1,2,112,At Risk
14013.0,2011-08-21 15:01:00,110,165,3,473.02,462,154.0,157.67333333333332,2,3,2,232,Others
14014.0,2011-09-23 13:18:00,77,0,1,505.18,1076,1076.0,505.18,2,1,3,213,At Risk
14015.0,2011-10-18 10:02:00,53,0,1,917.34,378,378.0,917.34,3,1,3,313,Others
14016.0,2011-07-01 11:29:00,162,195,4,4341.21,2125,531.25,1085.3025,2,4,5,245,Others
14019.0,2011-10-24 10:13:00,47,91,3,1421.61,1037,345.6666666666667,473.86999999999995,3,3,4,334,Others
14020.0,2011-11-23 09:22:00,17,71,2,642.8,441,220.5,321.4,4,3,3,433,Others
14021.0,2011-07-07 15:46:00,155,101,3,631.9,192,64.0,210.63333333333333,2,3,3,233,Others
14022.0,2011-04-28 14:39:00,225,0,1,440.0,487,487.0,440.0,1,1,2,112,At Risk
14023.0,2011-12-02 13:58:00,7,242,2,584.07,345,172.5,292.035,5,3,3,533,New Customer
14024.0,2011-08-10 11:30:00,122,2,2,327.7,150,75.0,163.85,2,3,2,232,Others
14027.0,2011-10-10 09:01:00,61,0,1,104.82,62,62.0,104.82,3,1,1,311,Others
14029.0,2011-10-07 14:46:00,63,80,2,467.66,198,99.0,233.83,3,3,2,332,Others
14030.0,2011-11-21 16:48:00,18,348,8,2360.09,1479,184.875,295.01125,4,5,5,455,Loyal
14031.0,2011-12-02 17:13:00,7,365,19,17286.86,5788,304.63157894736844,909.8347368421053,5,5,5,555,Champion
14032.0,2011-12-07 15:23:00,2,364,11,2975.59,2032,184.72727272727272,270.5081818181818,5,5,5,555,Champion
14034.0,2011-11-17 14:02:00,22,135,3,651.8199999999999,423,141.0,217.2733333333333,4,3,3,433,Others
14035.0,2011-11-11 10:03:00,29,268,5,1428.02,739,147.8,285.604,4,4,4,444,Loyal
14036.0,2011-02-28 09:26:00,285,0,1,626.65,268,268.0,626.65,1,1,3,113,At Risk
14037.0,2011-06-16 13:57:00,176,188,2,147.20000000000002,46,23.0,73.60000000000001,2,3,1,231,Others
14038.0,2011-09-22 13:37:00,78,128,3,1560.38,965,321.6666666666667,520.1266666666667,2,3,4,234,Others
14039.0,2011-11-06 13:48:00,33,0,1,152.2,92,92.0,152.2,4,1,1,411,Others
14040.0,2011-10-30 12:42:00,41,290,12,3614.92,1554,129.5,301.24333333333334,3,5,5,355,Others
14041.0,2011-03-18 13:25:00,266,0,1,141.41,94,94.0,141.41,1,1,1,111,At Risk
14044.0,2011-11-13 12:05:00,27,283,4,652.82,308,77.0,163.205,4,4,3,443,Loyal
14045.0,2011-08-22 15:27:00,109,264,4,1659.75,535,133.75,414.9375,2,4,4,244,Others
14046.0,2011-02-28 14:48:00,284,0,1,154.99,460,460.0,154.99,1,1,1,111,At Risk
14047.0,2011-12-01 11:43:00,9,364,5,1308.6100000000001,381,76.2,261.72200000000004,5,4,4,544,Loyal
14048.0,2011-02-07 14:53:00,305,0,1,409.93,288,288.0,409.93,1,1,2,112,At Risk
14049.0,2011-11-23 12:20:00,17,301,4,5681.72,3870,967.5,1420.43,4,4,5,445,Loyal
14050.0,2011-11-08 10:00:00,32,74,2,746.36,689,344.5,373.18,4,3,3,433,Others
14051.0,2011-12-09 10:20:00,1,365,23,15610.390000000001,3756,163.30434782608697,678.7126086956522,5,5,5,555,Champion
14052.0,2011-11-20 12:30:00,20,0,1,225.36,89,89.0,225.36,4,1,1,411,Others
14053.0,2011-08-07 14:27:00,124,35,2,260.25,215,107.5,130.125,2,3,2,232,Others
14054.0,2011-10-05 15:49:00,65,0,1,92.46,62,62.0,92.46,3,1,1,311,Others
14055.0,2011-08-25 15:04:00,106,0,1,725.6400000000001,216,216.0,725.6400000000001,2,1,3,213,At Risk
14056.0,2011-12-08 13:36:00,1,282,23,8214.65,4273,185.7826086956522,357.1586956521739,5,5,5,555,Champion
14057.0,2011-11-16 10:32:00,24,336,17,6217.96,4876,286.8235294117647,365.76235294117646,4,5,5,455,Loyal
14059.0,2011-03-18 10:06:00,267,0,1,183.6,128,128.0,183.6,1,1,1,111,At Risk
14060.0,2011-12-05 12:29:00,5,368,19,6140.42,5386,283.4736842105263,323.18,5,5,5,555,Champion
14062.0,2011-11-30 10:04:00,10,354,12,10464.85,5593,466.0833333333333,872.0708333333333,5,5,5,555,Champion
14064.0,2011-11-10 13:14:00,29,245,5,1353.74,1788,357.6,270.748,4,4,4,444,Loyal
14066.0,2011-03-18 12:21:00,267,0,1,152.55,45,45.0,152.55,1,1,1,111,At Risk
14067.0,2011-10-07 10:21:00,64,32,2,374.7,361,180.5,187.35,3,3,2,332,Others
14068.0,2011-01-23 16:02:00,320,0,1,265.85,73,73.0,265.85,1,1,2,112,At Risk
14071.0,2011-12-06 12:27:00,4,261,8,1438.82,995,124.375,179.8525,5,5,4,554,Loyal
14073.0,2011-11-07 15:49:00,32,0,1,151.04,130,130.0,151.04,4,1,1,411,Others
14075.0,2011-12-05 08:38:00,5,256,3,942.26,754,251.33333333333334,314.08666666666664,5,3,3,533,New Customer
14076.0,2011-08-02 15:19:00,129,0,1,122.47,81,81.0,122.47,2,1,1,211,At Risk
14077.0,2011-10-30 12:35:00,41,233,5,499.41999999999996,268,53.6,99.88399999999999,3,4,3,343,Others
14078.0,2011-08-30 12:16:00,102,271,6,1049.37,310,51.666666666666664,174.89499999999998,2,5,4,254,Others
14079.0,2011-08-07 12:10:00,125,0,1,375.1,301,301.0,375.1,2,1,2,212,At Risk
14080.0,2011-11-07 11:09:00,33,0,1,45.599999999999994,48,48.0,45.599999999999994,4,1,1,411,Others
14081.0,2011-02-10 16:17:00,302,67,2,934.52,596,298.0,467.26,1,3,3,133,Others
14082.0,2010-12-10 11:02:00,365,0,1,182.25,110,110.0,182.25,1,1,1,111,At Risk
14083.0,2011-12-05 13:14:00,4,367,9,1018.43,732,81.33333333333333,113.15888888888888,5,5,4,554,Loyal
14085.0,2011-12-07 13:46:00,2,366,18,4448.54,3184,176.88888888888889,247.14111111111112,5,5,5,555,Champion
14087.0,2011-12-07 12:41:00,3,0,1,194.42,251,251.0,194.42,5,1,1,511,New Customer
14088.0,2011-11-29 16:16:00,10,312,13,50491.81,12665,974.2307692307693,3883.9853846153846,5,5,5,555,Champion
14089.0,2011-10-14 10:38:00,57,0,1,161.0,134,134.0,161.0,3,1,1,311,Others
14090.0,2011-01-19 10:51:00,325,0,1,76.32000000000001,72,72.0,76.32000000000001,1,1,1,111,At Risk
14092.0,2011-12-02 12:13:00,8,350,14,4076.91,2066,147.57142857142858,291.2078571428571,5,5,5,555,Champion
14093.0,2011-11-27 16:27:00,12,0,1,442.85,406,406.0,442.85,5,1,2,512,New Customer
14096.0,2011-12-05 17:17:00,4,97,17,65164.79,16352,961.8823529411765,3833.2229411764706,5,5,5,555,Champion
14098.0,2011-11-03 10:13:00,37,0,1,147.35,104,104.0,147.35,3,1,1,311,Others
14099.0,2011-11-23 13:53:00,16,338,11,3104.17,2179,198.0909090909091,282.1972727272727,4,5,5,455,Loyal
14100.0,2011-07-25 11:01:00,138,0,1,194.9,64,64.0,194.9,2,1,1,211,At Risk
14101.0,2011-09-27 12:28:00,74,252,6,5976.79,6942,1157.0,996.1316666666667,2,5,5,255,Others
14102.0,2011-12-04 15:38:00,5,39,5,1360.28,961,192.2,272.056,5,4,4,544,Loyal
14104.0,2011-07-08 12:50:00,155,11,2,216.20999999999998,72,36.0,108.10499999999999,2,3,1,231,Others
14105.0,2011-04-14 17:58:00,239,0,1,1266.23,800,800.0,1266.23,1,1,4,114,At Risk
14107.0,2011-10-19 12:12:00,52,312,7,2703.23,1793,256.14285714285717,386.17571428571426,3,5,5,355,Others
14108.0,2011-11-09 10:41:00,31,70,2,597.91,381,190.5,298.955,4,3,3,433,Others
14109.0,2011-09-28 10:18:00,73,0,1,144.2,88,88.0,144.2,2,1,1,211,At Risk
14110.0,2011-12-06 12:26:00,4,263,12,5683.15,2445,203.75,473.5958333333333,5,5,5,555,Champion
14111.0,2011-11-25 13:44:00,14,227,4,692.85,458,114.5,173.2125,4,4,3,443,Loyal
14112.0,2011-11-17 12:30:00,23,253,7,2915.15,1651,235.85714285714286,416.45,4,5,5,455,Loyal
14113.0,2011-12-06 12:18:00,4,351,4,1840.42,745,186.25,460.105,5,4,4,544,Loyal
14114.0,2011-03-11 09:42:00,274,56,2,386.53,101,50.5,193.265,1,3,2,132,Others
14116.0,2011-11-20 10:29:00,20,101,5,1382.74,707,141.4,276.548,4,4,4,444,Loyal
14117.0,2011-07-19 09:49:00,144,0,1,90.0,72,72.0,90.0,2,1,1,211,At Risk
14121.0,2011-12-06 12:19:00,4,56,4,2780.15,2082,520.5,695.0375,5,4,5,545,Loyal
14124.0,2011-09-16 13:32:00,84,0,1,419.58000000000004,1618,1618.0,419.58000000000004,2,1,2,212,At Risk
14125.0,2011-11-29 12:47:00,11,67,3,2740.43,1640,546.6666666666666,913.4766666666666,5,3,5,535,Big Spender
14126.0,2011-12-02 11:45:00,8,2,3,706.1300000000001,508,169.33333333333334,235.3766666666667,5,3,3,533,New Customer
14127.0,2011-08-09 10:49:00,123,187,3,709.71,321,107.0,236.57000000000002,2,3,3,233,Others
14128.0,2011-10-10 12:00:00,61,195,2,637.5,564,282.0,318.75,3,3,3,333,Others
14129.0,2011-12-08 11:02:00,2,259,5,1123.8600000000001,592,118.4,224.77200000000002,5,4,4,544,Loyal
14130.0,2011-01-24 16:05:00,319,0,1,483.86,258,258.0,483.86,1,1,2,112,At Risk
14132.0,2011-12-07 13:35:00,2,181,11,3586.0299999999997,3368,306.1818181818182,326.00272727272727,5,5,5,555,Champion
14133.0,2011-08-02 11:34:00,130,186,3,605.64,348,116.0,201.88,2,3,3,233,Others
14135.0,2011-12-08 11:38:00,2,371,15,4690.31,3850,256.6666666666667,312.68733333333336,5,5,5,555,Champion
14138.0,2011-12-08 12:44:00,2,62,2,982.3800000000001,610,305.0,491.19000000000005,5,3,4,534,Big Spender
14139.0,2011-10-24 13:34:00,46,0,1,415.82,510,510.0,415.82,3,1,2,312,Others
14140.0,2011-12-06 09:05:00,4,27,2,935.05,811,405.5,467.525,5,3,3,533,New Customer
14141.0,2011-12-07 09:53:00,3,102,4,915.13,355,88.75,228.7825,5,4,3,543,Loyal
14142.0,2010-12-01 16:33:00,373,0,1,311.81,313,313.0,311.81,1,1,2,112,At Risk
14143.0,2011-07-29 09:48:00,134,0,1,115.8,30,30.0,115.8,2,1,1,211,At Risk
14145.0,2011-10-24 12:10:00,47,170,4,3742.2,756,189.0,935.55,3,4,5,345,Others
14146.0,2011-12-01 10:18:00,9,348,5,4191.0,2437,487.4,838.2,5,4,5,545,Loyal
14147.0,2011-09-22 18:10:00,78,207,2,483.4,108,54.0,241.7,2,3,2,232,Others
14148.0,2011-04-20 12:02:00,234,0,1,157.2,16,16.0,157.2,1,1,1,111,At Risk
14149.0,2011-05-03 09:44:00,221,0,1,446.62,218,218.0,446.62,1,1,2,112,At Risk
14150.0,2011-11-04 10:05:00,36,324,2,658.64,496,248.0,329.32,3,3,3,333,Others
14152.0,2011-09-25 12:54:00,75,158,2,621.29,711,355.5,310.645,2,3,3,233,Others
14154.0,2011-04-14 16:26:00,239,0,2,1345.62,465,232.5,672.81,1,3,4,134,Others
14155.0,2011-03-18 14:13:00,266,0,1,118.75,25,25.0,118.75,1,1,1,111,At Risk
14156.0,2011-11-30 10:54:00,10,361,55,117379.63,57885,1052.4545454545455,2134.175090909091,5,5,5,555,Champion
14157.0,2011-11-20 11:32:00,20,265,2,432.88,284,142.0,216.44,4,3,2,432,Others
14158.0,2011-10-30 15:08:00,40,0,1,507.66,781,781.0,507.66,3,1,3,313,Others
14159.0,2011-11-20 12:36:00,20,343,11,4693.01,4408,400.72727272727275,426.6372727272728,4,5,5,455,Loyal
14161.0,2011-05-08 11:41:00,216,153,3,1110.52,455,151.66666666666666,370.17333333333335,1,3,4,134,Others
14162.0,2011-06-19 11:36:00,174,118,2,289.36,142,71.0,144.68,2,3,2,232,Others
14163.0,2011-09-13 15:18:00,87,151,4,2445.91,893,223.25,611.4775,2,4,5,245,Others
14164.0,2011-09-30 12:24:00,71,10,2,1631.77,1033,516.5,815.885,3,3,4,334,Others
14165.0,2011-03-09 12:39:00,276,0,1,122.53999999999999,54,54.0,122.53999999999999,1,1,1,111,At Risk
14167.0,2011-10-31 14:29:00,39,291,4,574.84,150,37.5,143.71,3,4,3,343,Others
14171.0,2011-09-02 16:43:00,98,0,1,363.79,167,167.0,363.79,2,1,2,212,At Risk
14173.0,2011-11-29 11:54:00,11,208,4,450.84,150,37.5,112.71,5,4,2,542,Loyal
14174.0,2011-11-06 13:17:00,33,0,1,134.46,94,94.0,134.46,4,1,1,411,Others
14175.0,2011-10-11 11:55:00,60,269,3,3222.3,1515,505.0,1074.1000000000001,3,3,5,335,Others
14176.0,2011-02-15 13:12:00,297,70,4,576.9000000000001,209,52.25,144.22500000000002,1,4,3,143,Others
14177.0,2011-09-14 15:11:00,86,93,4,559.41,205,51.25,139.8525,2,4,3,243,Others
14178.0,2011-12-01 12:01:00,9,173,7,1620.93,1505,215.0,231.5614285714286,5,5,4,554,Loyal
14179.0,2011-10-30 12:07:00,41,11,2,719.78,330,165.0,359.89,3,3,3,333,Others
14180.0,2011-11-29 10:56:00,11,361,25,4748.52,719,28.76,189.94080000000002,5,5,5,555,Champion
14184.0,2011-10-04 12:43:00,67,0,1,452.89,127,127.0,452.89,3,1,2,312,Others
14185.0,2011-01-12 13:52:00,331,0,1,197.65,6,6.0,197.65,1,1,1,111,At Risk
14188.0,2011-11-09 12:45:00,31,279,6,2054.36,1162,193.66666666666666,342.3933333333334,4,5,4,454,Loyal
14189.0,2011-12-07 15:55:00,2,366,15,4654.08,3937,262.46666666666664,310.272,5,5,5,555,Champion
14191.0,2011-12-08 09:23:00,2,218,13,4684.76,3662,281.6923076923077,360.36615384615385,5,5,5,555,Champion
14193.0,2011-10-03 09:34:00,68,201,2,853.39,445,222.5,426.695,3,3,3,333,Others
14194.0,2011-12-05 10:38:00,5,303,21,11349.52,5840,278.0952380952381,540.4533333333334,5,5,5,555,Champion
14195.0,2011-05-22 10:29:00,202,50,2,1012.0,760,380.0,506.0,1,3,4,134,Others
14196.0,2011-08-25 10:25:00,107,0,1,335.52,142,142.0,335.52,2,1,2,212,At Risk
14198.0,2011-11-21 16:35:00,18,221,4,701.4,290,72.5,175.35,4,4,3,443,Loyal
14199.0,2011-05-05 13:44:00,218,0,1,185.39999999999998,28,28.0,185.39999999999998,1,1,1,111,At Risk
14201.0,2011-10-10 13:27:00,60,299,7,747.44,590,84.28571428571429,106.77714285714286,3,5,3,353,Others
14204.0,2011-12-07 13:38:00,2,0,1,161.03,82,82.0,161.03,5,1,1,511,New Customer
14205.0,2011-11-23 10:55:00,17,247,2,466.7,204,102.0,233.35,4,3,2,432,Others
14206.0,2011-04-14 16:38:00,239,0,1,328.15999999999997,276,276.0,328.15999999999997,1,1,2,112,At Risk
14208.0,2011-09-06 12:48:00,95,0,1,151.74,114,114.0,151.74,2,1,1,211,At Risk
14209.0,2011-11-29 10:18:00,11,321,6,2073.43,691,115.16666666666667,345.57166666666666,5,5,5,555,Champion
14210.0,2011-08-26 12:36:00,106,265,6,1905.8400000000001,760,126.66666666666667,317.64000000000004,2,5,4,254,Others
14211.0,2011-10-17 13:23:00,53,241,9,2241.1,1242,138.0,249.0111111111111,3,5,5,355,Others
14212.0,2011-09-11 12:45:00,90,0,1,1070.48,1152,1152.0,1070.48,2,1,4,214,At Risk
14214.0,2011-11-09 10:31:00,31,246,5,1004.38,751,150.2,200.876,4,4,4,444,Loyal
14215.0,2011-11-28 12:19:00,12,356,6,1789.72,1358,226.33333333333334,298.2866666666667,5,5,4,554,Loyal
14216.0,2011-12-06 14:56:00,3,34,4,1839.3,594,148.5,459.825,5,4,4,544,Loyal
14217.0,2011-12-08 11:53:00,2,364,17,2004.98,689,40.529411764705884,117.94,5,5,4,554,Loyal
14218.0,2011-10-28 10:00:00,43,0,1,169.48000000000002,160,160.0,169.48000000000002,3,1,1,311,Others
14219.0,2011-12-05 16:23:00,4,0,1,89.94,78,78.0,89.94,5,1,1,511,New Customer
14220.0,2011-04-06 13:23:00,247,110,2,632.4,272,136.0,316.2,1,3,3,133,Others
14221.0,2011-10-28 13:42:00,42,296,9,3432.8,2191,243.44444444444446,381.4222222222222,3,5,5,355,Others
14222.0,2011-06-15 16:42:00,177,0,1,683.17,607,607.0,683.17,2,1,3,213,At Risk
14223.0,2011-09-08 13:38:00,92,171,3,991.13,585,195.0,330.37666666666667,2,3,4,234,Others
14224.0,2011-08-21 13:24:00,110,209,4,1050.12,514,128.5,262.53,2,4,4,244,Others
14226.0,2011-11-11 11:34:00,29,240,5,2232.19,1308,261.6,446.438,4,4,5,445,Loyal
14227.0,2011-11-13 15:48:00,26,258,10,3350.96,1820,182.0,335.096,4,5,5,455,Loyal
14229.0,2011-10-19 10:04:00,52,281,3,1547.2,610,203.33333333333334,515.7333333333333,3,3,4,334,Others
14231.0,2011-06-09 11:05:00,184,104,3,925.71,409,136.33333333333334,308.57,1,3,3,133,Others
14232.0,2011-10-28 11:09:00,43,221,5,2048.07,1941,388.2,409.61400000000003,3,4,4,344,Others
14233.0,2011-10-21 15:54:00,49,268,4,1462.72,680,170.0,365.68,3,4,4,344,Others
14234.0,2011-11-17 17:53:00,22,35,4,775.46,963,240.75,193.865,4,4,3,443,Loyal
14235.0,2011-09-25 14:37:00,75,185,5,3144.86,1959,391.8,628.972,2,4,5,245,Others
14236.0,2011-09-20 09:13:00,81,291,2,490.86,310,155.0,245.43,2,3,3,233,Others
14237.0,2010-12-01 13:20:00,373,0,1,161.0,38,38.0,161.0,1,1,1,111,At Risk
14238.0,2011-01-17 14:40:00,326,0,1,146.85,111,111.0,146.85,1,1,1,111,At Risk
14239.0,2011-10-27 14:40:00,43,272,11,2380.85,993,90.27272727272727,216.4409090909091,3,5,5,355,Others
14240.0,2011-11-09 13:45:00,30,195,2,890.34,418,209.0,445.17,4,3,3,433,Others
14241.0,2011-06-09 11:46:00,184,0,1,213.70000000000002,146,146.0,213.70000000000002,1,1,1,111,At Risk
14242.0,2011-04-19 11:46:00,235,91,2,280.55,123,61.5,140.275,1,3,2,132,Others
14243.0,2011-12-01 11:12:00,9,357,10,2588.77,1221,122.1,258.877,5,5,5,555,Champion
14245.0,2011-05-04 08:40:00,220,43,2,1693.45,976,488.0,846.725,1,3,4,134,Others
14246.0,2011-08-21 11:50:00,111,135,3,1474.06,804,268.0,491.3533333333333,2,3,4,234,Others
14247.0,2011-03-06 15:21:00,278,0,1,136.76999999999998,47,47.0,136.76999999999998,1,1,1,111,At Risk
14248.0,2011-01-25 14:45:00,318,0,1,302.58,102,102.0,302.58,1,1,2,112,At Risk
14250.0,2011-12-02 14:30:00,7,82,3,1904.05,1200,400.0,634.6833333333333,5,3,4,534,Big Spender
14251.0,2011-12-08 08:32:00,2,55,5,2879.7000000000003,1674,334.8,575.94,5,4,5,545,Loyal
14256.0,2011-03-24 13:17:00,260,104,2,969.0600000000001,414,207.0,484.53000000000003,1,3,4,134,Others
14257.0,2011-10-06 16:54:00,64,254,5,3099.7200000000003,1682,336.4,619.9440000000001,3,4,5,345,Others
14258.0,2011-11-30 15:27:00,9,328,9,12669.98,7100,788.8888888888889,1407.7755555555555,5,5,5,555,Champion
14259.0,2011-07-21 10:44:00,142,0,1,120.0,68,68.0,120.0,2,1,1,211,At Risk
14261.0,2011-10-20 10:04:00,51,27,2,1163.45,406,203.0,581.725,3,3,4,334,Others
